epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
147,8807.44,1.37186,0.8455,1.18562,0.58813,0.43011,0.41809,0.18535,2.03047,1.80645,1.63432,0.000468664,0.000468664,0.000468664
148,8864.68,1.372,0.86009,1.18693,0.58033,0.41563,0.40625,0.17948,2.02272,1.79815,1.63,0.000464265,0.000464265,0.000464265
149,8920.49,1.35461,0.85312,1.18166,0.57956,0.41284,0.39811,0.17802,2.03024,1.82117,1.62916,0.000459865,0.000459865,0.000459865
150,9139.89,1.37407,0.84534,1.17845,0.5904,0.41454,0.40975,0.18533,2.02883,1.81914,1.6401,0.000455466,0.000455466,0.000455466
151,9195.04,1.35307,0.85524,1.19283,0.5862,0.43256,0.41325,0.1837,2.02816,1.78901,1.63153,0.000451066,0.000451066,0.000451066
152,9251.02,1.35034,0.84133,1.17725,0.59996,0.42583,0.42022,0.18759,2.04086,1.8214,1.64757,0.000446666,0.000446666,0.000446666
153,9306.27,1.3401,0.82466,1.17573,0.56917,0.44117,0.42186,0.18713,2.03965,1.7676,1.63931,0.000442267,0.000442267,0.000442267
154,9362.01,1.34013,0.84031,1.18075,0.56183,0.42984,0.41079,0.18513,2.02969,1.84204,1.63992,0.000437867,0.000437867,0.000437867
155,9416.98,1.32868,0.83134,1.1804,0.59216,0.4294,0.42394,0.19147,2.02845,1.84555,1.63301,0.000433468,0.000433468,0.000433468
156,9472.53,1.35942,0.83573,1.18112,0.57347,0.44176,0.42345,0.1884,2.04766,1.82888,1.63937,0.000429068,0.000429068,0.000429068
157,9527.88,1.34257,0.83727,1.17967,0.57944,0.42504,0.41713,0.18496,2.04765,1.85395,1.65039,0.000424669,0.000424669,0.000424669
158,9584.58,1.33761,0.83537,1.18319,0.58965,0.4117,0.41599,0.18855,2.03721,1.82711,1.63954,0.000420269,0.000420269,0.000420269
159,9639.8,1.33221,0.8272,1.17373,0.57026,0.42008,0.40394,0.17976,2.03942,1.85722,1.64674,0.00041587,0.00041587,0.00041587
160,9694.82,1.33725,0.82572,1.17325,0.57582,0.41594,0.40637,0.18139,2.03586,1.87547,1.64044,0.00041147,0.00041147,0.00041147
161,9750.41,1.33955,0.83405,1.17053,0.57154,0.44927,0.41619,0.18246,2.04523,1.80968,1.64944,0.00040707,0.00040707,0.00040707
162,10229.5,1.33272,0.82348,1.17078,0.57893,0.44186,0.41142,0.18192,2.04426,1.85666,1.64136,0.000402671,0.000402671,0.000402671
163,10285.9,1.32597,0.82055,1.16512,0.56168,0.43236,0.4072,0.18222,2.04171,1.83273,1.63705,0.000398271,0.000398271,0.000398271
164,10341.8,1.33607,0.81817,1.1671,0.5871,0.42207,0.41765,0.18854,2.03394,1.80073,1.64177,0.000393872,0.000393872,0.000393872
165,10397.3,1.31354,0.81345,1.16841,0.57623,0.42154,0.40978,0.18396,2.04028,1.83716,1.64224,0.000389472,0.000389472,0.000389472
166,10452.7,1.32286,0.82041,1.16908,0.59295,0.41758,0.40991,0.18463,2.04379,1.8318,1.64729,0.000385073,0.000385073,0.000385073
167,10508,1.2997,0.80293,1.16569,0.56498,0.43967,0.41989,0.18816,2.03862,1.78958,1.64611,0.000380673,0.000380673,0.000380673
168,10563.4,1.34351,0.82274,1.16331,0.58624,0.42722,0.42145,0.19231,2.0255,1.80336,1.64265,0.000376273,0.000376273,0.000376273
169,10619.5,1.30856,0.80564,1.16456,0.55603,0.42628,0.41854,0.19085,2.02829,1.82305,1.65131,0.000371874,0.000371874,0.000371874
170,10675.1,1.32338,0.80796,1.16438,0.60609,0.41712,0.40471,0.1801,2.0292,1.8265,1.63902,0.000367474,0.000367474,0.000367474
171,10730.2,1.30611,0.80756,1.16173,0.56454,0.43778,0.42305,0.19094,2.0411,1.82221,1.65788,0.000363075,0.000363075,0.000363075
172,10785.3,1.30655,0.79771,1.16262,0.56644,0.43399,0.4127,0.18568,2.03693,1.81262,1.63608,0.000358675,0.000358675,0.000358675
173,10840,1.31072,0.80118,1.16891,0.56968,0.42538,0.40642,0.18279,2.05346,1.82835,1.65768,0.000354276,0.000354276,0.000354276
174,10895.1,1.31605,0.8019,1.16535,0.58648,0.41616,0.40602,0.18389,2.03469,1.84456,1.64616,0.000349876,0.000349876,0.000349876
175,10950.2,1.295,0.79596,1.15987,0.58347,0.4077,0.39904,0.1816,2.037,1.83778,1.65229,0.000345477,0.000345477,0.000345477
