epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,7391.53,1.40428,0.6989,0.0068,0.5635,0.44339,0.44162,0.20358,2.13012,2.24225,0.01295,0.000644647,0.000644647,0.000644647
108,7503.94,1.42166,0.70963,0.00658,0.58804,0.45287,0.45876,0.21281,2.11785,2.29049,0.01266,0.000640247,0.000640247,0.000640247
109,7758.55,1.4092,0.70557,0.00666,0.57133,0.47105,0.4609,0.21143,2.11456,2.29268,0.01253,0.000635848,0.000635848,0.000635848
110,7866.27,1.39842,0.69894,0.00649,0.59421,0.42892,0.43604,0.20679,2.10847,2.25503,0.01279,0.000631448,0.000631448,0.000631448
111,8792.36,1.40738,0.69634,0.00644,0.61258,0.43086,0.45733,0.21181,2.14978,2.33012,0.01298,0.000627048,0.000627048,0.000627048
112,8909.8,1.38059,0.67636,0.00651,0.62698,0.43363,0.46163,0.21566,2.11999,2.28672,0.01277,0.000622649,0.000622649,0.000622649
113,9052.49,1.37025,0.66374,0.00647,0.66511,0.42976,0.47247,0.2207,2.13968,2.34652,0.0128,0.000618249,0.000618249,0.000618249
114,9151.27,1.39387,0.69071,0.00644,0.59362,0.4504,0.4474,0.20488,2.14489,2.29721,0.01293,0.00061385,0.00061385,0.00061385
115,9491.88,1.36399,0.6711,0.00655,0.60909,0.4457,0.45188,0.20987,2.1306,2.27328,0.01261,0.00060945,0.00060945,0.00060945
116,9596.17,1.40265,0.68949,0.00638,0.59987,0.44667,0.45296,0.21154,2.15132,2.32717,0.01288,0.000605051,0.000605051,0.000605051
117,9954.51,1.37724,0.66546,0.0064,0.59704,0.44631,0.45834,0.21756,2.12587,2.32312,0.01267,0.000600651,0.000600651,0.000600651
118,10057.2,1.35149,0.66323,0.00659,0.61379,0.44917,0.46659,0.21813,2.15218,2.31523,0.01296,0.000596251,0.000596251,0.000596251
119,10681.1,1.39173,0.66344,0.00638,0.62602,0.44673,0.46496,0.21868,2.11932,2.3158,0.01253,0.000591852,0.000591852,0.000591852
120,10788,1.36971,0.66596,0.00629,0.6275,0.42981,0.44846,0.21134,2.12013,2.27708,0.01243,0.000587452,0.000587452,0.000587452
121,11117.2,1.36068,0.66527,0.00618,0.59442,0.44737,0.45283,0.21715,2.13605,2.32505,0.013,0.000583053,0.000583053,0.000583053
122,11229.2,1.38702,0.67165,0.0061,0.60959,0.4585,0.46822,0.21984,2.12133,2.28017,0.0126,0.000578653,0.000578653,0.000578653
123,11848.2,1.37187,0.65051,0.00608,0.55759,0.45513,0.44879,0.21394,2.11881,2.41171,0.01272,0.000574254,0.000574254,0.000574254
124,11950.5,1.37223,0.65651,0.00626,0.58679,0.44339,0.43701,0.20462,2.12231,2.39836,0.01268,0.000569854,0.000569854,0.000569854
125,12407,1.36408,0.65358,0.00613,0.59618,0.43971,0.45401,0.21922,2.11655,2.39988,0.01267,0.000565455,0.000565455,0.000565455
126,12515.4,1.34778,0.65222,0.00589,0.59638,0.45944,0.46083,0.21736,2.13565,2.3171,0.01277,0.000561055,0.000561055,0.000561055
127,13024.8,1.34859,0.64216,0.00598,0.55862,0.45596,0.44637,0.21298,2.10824,2.40192,0.01259,0.000556655,0.000556655,0.000556655
128,13126.5,1.33402,0.65836,0.00647,0.61219,0.45012,0.46298,0.21991,2.10763,2.29804,0.01252,0.000552256,0.000552256,0.000552256
129,13574.6,1.32932,0.63523,0.006,0.63796,0.42938,0.45824,0.21834,2.14635,2.42944,0.01267,0.000547856,0.000547856,0.000547856
130,13674.8,1.33201,0.65314,0.00626,0.59944,0.44912,0.45804,0.21425,2.13122,2.35457,0.01253,0.000543457,0.000543457,0.000543457
131,13773.2,1.36363,0.64326,0.00595,0.6247,0.4411,0.47096,0.22002,2.14542,2.42602,0.01292,0.000539057,0.000539057,0.000539057
132,13875.1,1.34306,0.6483,0.0062,0.64641,0.44411,0.47241,0.22782,2.11728,2.31027,0.0126,0.000534658,0.000534658,0.000534658
133,14448.6,1.32951,0.63945,0.00611,0.6311,0.43722,0.46698,0.22036,2.13421,2.39826,0.01282,0.000530258,0.000530258,0.000530258
134,14553.2,1.30129,0.62006,0.00605,0.62333,0.45742,0.47409,0.22306,2.14952,2.27713,0.01296,0.000525859,0.000525859,0.000525859
135,15279.7,1.31683,0.60724,0.00577,0.62877,0.43341,0.44401,0.2072,2.1547,2.37928,0.01299,0.000521459,0.000521459,0.000521459
136,15384.6,1.3083,0.61371,0.0059,0.5926,0.4394,0.45705,0.21647,2.15059,2.36006,0.01292,0.000517059,0.000517059,0.000517059
137,15831.3,1.33268,0.62454,0.00586,0.63988,0.4326,0.46132,0.21862,2.14278,2.35889,0.0128,0.00051266,0.00051266,0.00051266
138,15939.1,1.31565,0.61813,0.00575,0.64057,0.43528,0.45835,0.2184,2.13422,2.35994,0.01258,0.00050826,0.00050826,0.00050826
139,16297.1,1.30872,0.61528,0.00589,0.58018,0.44774,0.45658,0.21644,2.13627,2.37565,0.01278,0.000503861,0.000503861,0.000503861
140,16414.3,1.30838,0.62052,0.00584,0.66989,0.44725,0.47961,0.22392,2.13325,2.37943,0.01281,0.000499461,0.000499461,0.000499461
141,16645.2,1.31147,0.61297,0.00583,0.61685,0.43728,0.46085,0.21731,2.14798,2.41226,0.01293,0.000495062,0.000495062,0.000495062
142,16741.4,1.31268,0.60916,0.00589,0.62081,0.44186,0.46584,0.21794,2.13582,2.3559,0.01283,0.000490662,0.000490662,0.000490662
