epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,15066.7,0.85894,0.456,1.01532,0.62229,0.44203,0.44342,0.21146,2.03562,1.95788,2.0283,0.000327878,0.000327878,0.000327878
180,15837.3,0.86338,0.45617,1.00991,0.62489,0.45052,0.44909,0.21304,2.03675,1.94844,2.02133,0.000323479,0.000323479,0.000323479
181,16517.6,0.84787,0.45185,1.00595,0.62951,0.44373,0.44461,0.21157,2.02648,1.95987,2.01111,0.000319079,0.000319079,0.000319079
182,17061.8,0.84323,0.44461,1.00288,0.6119,0.4577,0.44701,0.21124,2.04135,1.93484,2.02412,0.00031468,0.00031468,0.00031468
183,17802.4,0.85427,0.44665,1.00209,0.63608,0.44014,0.44949,0.21243,2.0598,1.9342,2.04518,0.00031028,0.00031028,0.00031028
184,18238.1,0.845,0.44859,1.00198,0.63734,0.43584,0.44836,0.21286,2.03956,1.96137,2.02274,0.000305881,0.000305881,0.000305881
185,18705.7,0.82832,0.44154,0.99921,0.61545,0.44543,0.45452,0.21482,2.03815,2.01733,2.01986,0.000301481,0.000301481,0.000301481
186,19392.2,0.83886,0.443,0.99999,0.63883,0.41549,0.43973,0.20807,2.04469,1.97626,2.03152,0.000297081,0.000297081,0.000297081
187,19830.3,0.82534,0.437,1.00129,0.62924,0.42572,0.43553,0.2061,2.05007,2.01566,2.04414,0.000292682,0.000292682,0.000292682
188,20348.3,0.84164,0.44233,0.99513,0.61298,0.43449,0.44346,0.20894,2.03942,1.97212,2.02207,0.000288282,0.000288282,0.000288282
189,20846.5,0.83987,0.4412,0.99525,0.60201,0.44495,0.44546,0.21228,2.02912,1.93961,2.02602,0.000283883,0.000283883,0.000283883
190,21283.6,0.81144,0.43375,0.9967,0.66769,0.41845,0.4477,0.2105,2.04937,1.9984,2.04864,0.000279483,0.000279483,0.000279483
191,21719.6,0.8343,0.43817,0.99582,0.6408,0.43396,0.44814,0.21137,2.04915,1.95006,2.05931,0.000275084,0.000275084,0.000275084
192,22109.3,0.82603,0.43746,0.99238,0.59621,0.46115,0.45059,0.2116,2.04258,1.92052,2.05692,0.000270684,0.000270684,0.000270684
193,22486.5,0.81887,0.43004,0.99023,0.65517,0.4312,0.45088,0.213,2.0408,1.91442,2.0556,0.000266284,0.000266284,0.000266284
194,22829.1,0.82847,0.43381,0.98671,0.64704,0.43233,0.44556,0.21216,2.04111,1.98571,2.05527,0.000261885,0.000261885,0.000261885
195,24088.7,0.82852,0.43104,0.98603,0.64495,0.43771,0.44934,0.21464,2.03645,1.96155,2.06511,0.000257485,0.000257485,0.000257485
196,24483.7,0.82947,0.43729,0.99379,0.60804,0.4415,0.44639,0.21158,2.0387,2.00263,2.05541,0.000253086,0.000253086,0.000253086
197,24970.2,0.82896,0.43719,0.99412,0.6596,0.42438,0.44721,0.21046,2.03754,1.96133,2.04914,0.000248686,0.000248686,0.000248686
198,25383.5,0.82629,0.43392,0.98463,0.60037,0.44921,0.44111,0.21003,2.03885,1.96579,2.05245,0.000244287,0.000244287,0.000244287
199,25908.1,0.81585,0.42834,0.98463,0.6221,0.4521,0.45314,0.21518,2.04095,1.94963,2.0569,0.000239887,0.000239887,0.000239887
200,26446.3,0.80752,0.43222,0.99619,0.6356,0.43558,0.45054,0.21549,2.04102,1.96577,2.04984,0.000235488,0.000235488,0.000235488
201,27259.2,0.81025,0.42366,0.98295,0.63843,0.44684,0.45264,0.21484,2.04803,1.9515,2.06061,0.000231088,0.000231088,0.000231088
202,27636.4,0.80393,0.42829,0.98915,0.63873,0.43782,0.44896,0.21157,2.0479,1.96833,2.06553,0.000226688,0.000226688,0.000226688
203,28512.8,0.81821,0.42764,0.98613,0.64025,0.43035,0.44632,0.21156,2.05541,1.96185,2.06853,0.000222289,0.000222289,0.000222289
204,29056.8,0.80417,0.43006,0.98458,0.64141,0.43014,0.4488,0.21442,2.03898,1.9382,2.05922,0.000217889,0.000217889,0.000217889
205,29905.3,0.80109,0.42538,0.98171,0.63198,0.43945,0.44665,0.21135,2.05623,1.97038,2.06786,0.00021349,0.00021349,0.00021349
206,30435.3,0.8001,0.42181,0.9811,0.64683,0.44267,0.44822,0.21206,2.05851,1.9365,2.0805,0.00020909,0.00020909,0.00020909
207,30792.1,0.80819,0.42183,0.9766,0.64569,0.43833,0.44944,0.21198,2.0626,1.96823,2.07511,0.000204691,0.000204691,0.000204691
208,31168.6,0.78874,0.41611,0.97592,0.64724,0.4348,0.44802,0.21373,2.05698,1.95361,2.07418,0.000200291,0.000200291,0.000200291
209,31708.8,0.8173,0.42406,0.98157,0.64813,0.42982,0.44519,0.21219,2.0495,1.94952,2.07612,0.000195892,0.000195892,0.000195892
210,32067.5,0.78431,0.41178,0.96828,0.66144,0.42062,0.44698,0.21463,2.04457,1.94521,2.0744,0.000191492,0.000191492,0.000191492
211,32647.2,0.78514,0.41629,0.97291,0.6449,0.43854,0.44187,0.21103,2.04128,1.94243,2.07558,0.000187092,0.000187092,0.000187092
212,33113,0.77848,0.41317,0.97412,0.63212,0.43593,0.44173,0.20916,2.04913,1.94422,2.07183,0.000182693,0.000182693,0.000182693
213,33405.3,0.78874,0.41609,0.97763,0.63494,0.43309,0.44306,0.21312,2.05075,1.92884,2.08008,0.000178293,0.000178293,0.000178293
214,33763.6,0.78814,0.41657,0.97575,0.62537,0.44253,0.44139,0.2109,2.04573,1.92737,2.07766,0.000173894,0.000173894,0.000173894
215,34048.3,0.76722,0.40856,0.97699,0.63992,0.43867,0.44338,0.21133,2.04097,1.96259,2.06918,0.000169494,0.000169494,0.000169494
216,34604.9,0.79631,0.41492,0.9741,0.62558,0.4434,0.44522,0.21201,2.04517,1.946,2.07875,0.000165095,0.000165095,0.000165095
217,35282.3,0.76804,0.40246,0.96505,0.64366,0.42632,0.44482,0.2128,2.04617,1.95706,2.07908,0.000160695,0.000160695,0.000160695
218,35947.5,0.77973,0.40593,0.97561,0.61553,0.44392,0.44702,0.21546,2.04204,1.95198,2.08415,0.000156295,0.000156295,0.000156295
219,180.294,0.78085,0.42382,0.96763,0.62978,0.43933,0.44123,0.20748,2.05249,1.959,2.09935,0.000151896,0.000151896,0.000151896
220,516.657,0.75148,0.39913,0.96064,0.6333,0.43812,0.44543,0.20983,2.05412,1.97765,2.10209,0.000147496,0.000147496,0.000147496
221,1163.7,0.73572,0.39274,0.96787,0.62904,0.44384,0.44312,0.21011,2.0565,1.996,2.10543,0.000143097,0.000143097,0.000143097
222,1645.24,0.74496,0.39705,0.96225,0.6166,0.44404,0.44539,0.21128,2.04991,1.98348,2.09977,0.000138697,0.000138697,0.000138697
223,1953.16,0.76182,0.3977,0.95597,0.6356,0.4373,0.44579,0.21176,2.05603,1.99201,2.11021,0.000134298,0.000134298,0.000134298
224,2595.47,0.76153,0.3989,0.95737,0.6482,0.43599,0.44634,0.21212,2.05369,1.98899,2.10885,0.000129898,0.000129898,0.000129898
225,2913.59,0.74356,0.39213,0.95612,0.64121,0.43311,0.43773,0.2096,2.04965,2.0189,2.09892,0.000125499,0.000125499,0.000125499
226,3525.94,0.72863,0.38831,0.95129,0.63691,0.43202,0.43512,0.21005,2.05377,2.00602,2.11207,0.000121099,0.000121099,0.000121099
227,3913.94,0.74523,0.39374,0.95452,0.64368,0.43254,0.44081,0.21223,2.04939,1.98919,2.10603,0.000116699,0.000116699,0.000116699
228,4337.46,0.73346,0.38589,0.95124,0.64119,0.43144,0.44073,0.21081,2.0496,2.00384,2.10247,0.0001123,0.0001123,0.0001123
229,210.569,0.69643,0.3777,0.93561,0.63811,0.43219,0.43503,0.20495,2.05118,2.02629,2.10974,0.0001079,0.0001079,0.0001079
230,499.934,0.67037,0.3586,0.92882,0.65629,0.42467,0.4344,0.20415,2.05925,2.05862,2.14066,0.000103501,0.000103501,0.000103501
231,1198.11,0.65441,0.35216,0.93613,0.62004,0.439,0.43637,0.20712,2.06383,2.0909,2.15239,9.91012e-05,9.91012e-05,9.91012e-05
232,1849.36,0.66631,0.35857,0.93213,0.61948,0.43272,0.43623,0.20794,2.05942,2.0999,2.15212,9.47016e-05,9.47016e-05,9.47016e-05
233,2180.51,0.68717,0.36248,0.92932,0.60936,0.44032,0.4366,0.20849,2.06058,2.09075,2.1637,9.03021e-05,9.03021e-05,9.03021e-05
234,2879.67,0.68663,0.36406,0.9301,0.60641,0.43875,0.43638,0.20841,2.05953,2.0833,2.15631,8.59025e-05,8.59025e-05,8.59025e-05
235,3558.57,0.66935,0.35619,0.92819,0.62589,0.43094,0.43423,0.20751,2.05808,2.08488,2.14604,8.1503e-05,8.1503e-05,8.1503e-05
236,4161.28,0.66249,0.35638,0.92682,0.6289,0.43449,0.43621,0.20623,2.06182,2.0879,2.1521,7.71034e-05,7.71034e-05,7.71034e-05
237,4545.66,0.68398,0.36434,0.93254,0.63512,0.43177,0.4374,0.20774,2.05582,2.07223,2.15665,7.27038e-05,7.27038e-05,7.27038e-05
238,4958.83,0.67611,0.3545,0.92947,0.6265,0.43191,0.43549,0.20831,2.05872,2.08332,2.15554,6.83043e-05,6.83043e-05,6.83043e-05
239,5500.67,0.73495,0.38352,0.94896,0.63425,0.42737,0.437,0.2099,2.05696,2.05881,2.14476,6.39047e-05,6.39047e-05,6.39047e-05
240,6025.05,0.72937,0.37953,0.94449,0.65918,0.42129,0.43783,0.20923,2.05332,2.04412,2.13413,5.95052e-05,5.95052e-05,5.95052e-05
241,6581.5,0.74341,0.37127,0.96224,0.61825,0.43392,0.43197,0.206,2.0631,2.04967,2.14844,5.51056e-05,5.51056e-05,5.51056e-05
242,6940.6,0.73936,0.36766,0.95796,0.6469,0.41991,0.43553,0.20609,2.06192,2.03457,2.13794,5.0706e-05,5.0706e-05,5.0706e-05
243,231.339,0.72787,0.36354,0.95828,0.63944,0.42422,0.44193,0.20804,2.06012,2.01691,2.12994,4.63065e-05,4.63065e-05,4.63065e-05
244,420.884,0.71847,0.35739,0.95611,0.64269,0.42385,0.44452,0.21111,2.05789,2.00963,2.12798,4.19069e-05,4.19069e-05,4.19069e-05
245,956.443,0.71243,0.35288,0.9518,0.6525,0.42576,0.44719,0.21321,2.05146,2.00097,2.11814,3.75074e-05,3.75074e-05,3.75074e-05
246,1322.1,0.73034,0.36531,0.95327,0.66365,0.42275,0.44792,0.21299,2.05004,2.00458,2.11318,3.31078e-05,3.31078e-05,3.31078e-05
247,1602.44,0.72014,0.35775,0.95121,0.63617,0.42789,0.44667,0.21209,2.0483,2.01409,2.10733,2.87082e-05,2.87082e-05,2.87082e-05
248,2166.87,0.70928,0.35318,0.95431,0.63081,0.43297,0.44871,0.21273,2.05004,2.01069,2.10735,2.43087e-05,2.43087e-05,2.43087e-05
249,2716.39,0.69652,0.34678,0.95004,0.61529,0.4358,0.44619,0.21256,2.05363,2.03235,2.107,1.99091e-05,1.99091e-05,1.99091e-05
250,3242.32,0.70801,0.3477,0.94523,0.65714,0.41589,0.445,0.21221,2.05342,2.0353,2.10871,1.55096e-05,1.55096e-05,1.55096e-05
